tile_id,atlas_row,atlas_column,category,source_tileset,source_row,source_column
1167,72,15,object_dark_bg,TILESET - Saronia_Castle1.png,5,3
1168,73,0,object_dark_bg,TILESET - Bahamuts_Nest.png,2,4
1169,73,1,object_dark_bg,TILESET - Tower_of_Owen1F.png,3,3
1170,73,2,object_dark_bg,TILESET - Saronia_Catacombs3.png,7,1
1171,73,3,object_dark_bg,TILESET - World_of_Darkness-Crystal_Room.png,7,0
1172,73,4,object_dark_bg,TILESET - World_of_Darkness-Crystal_Room.png,1,2
1173,73,5,object_dark_bg,TILESET - Dwarven_HollowB1_B2.png,1,12
1174,73,6,object_dark_bg,TILESET - Tower_of_Owen1F.png,1,15
1175,73,7,object_dark_bg,TILESET - Canaan.png,0,5
1176,73,8,object_dark_bg,TILESET - Amur.png,0,5
1177,73,9,object_dark_bg,TILESET - Kazus.png,0,5
1178,73,10,object_dark_bg,TILESET - Ur.png,0,5
1179,73,11,object_dark_bg,TILESET - Canaan.png,0,6
1180,73,12,object_dark_bg,TILESET - Kazus.png,0,6
1181,73,13,object_dark_bg,TILESET - Ur.png,0,6
1182,73,14,object_dark_bg,TILESET - Canaan-CidHouse_2F.png,1,12
1183,73,15,object_dark_bg,TILESET - Ur_EldersHouse.png,1,12
1184,74,0,object_dark_bg,TILESET - Ur_Shed.png,4,12
1185,74,1,object_dark_bg,TILESET - Eureka_B3.png,3,1
1186,74,2,object_dark_bg,TILESET - World_of_Darkness-Crystal_Room.png,0,9
1187,74,3,object_dark_bg,TILESET - Tower_of_Owen10F.png,1,8
1188,74,4,object_dark_bg,TILESET - Tower_of_Owen10F.png,1,9
1189,74,5,object_dark_bg,TILESET - Tower_of_Owen10F.png,1,10
1190,74,6,object_dark_bg,TILESET - Crystal_Tower_8F_1.png,1,7
1191,74,7,object_dark_bg,TILESET - Crystal_Tower_8F_2.png,5,4
1192,74,8,object_dark_bg,TILESET - Crystal_Tower_8F_1.png,3,9
1193,74,9,object_dark_bg,TILESET - Crystal_Tower_1F.png,3,9
1194,74,10,object_dark_bg,TILESET - Crystal_Tower_8F_1.png,3,6
1195,74,11,object_dark_bg,TILESET - Crystal_Tower_1F.png,3,6
1196,74,12,object_dark_bg,TILESET - Crystal_Tower_1F.png,3,3
1197,74,13,object_dark_bg,TILESET - Canaan-Shrine.png,0,13
1198,74,14,object_dark_bg,TILESET - Canaan-CidHouse_1F.png,0,13
1199,74,15,object_dark_bg,TILESET - Amur-House.png,0,13
1200,75,0,object_dark_bg,TILESET - Ur_Shed.png,0,13
1201,75,1,object_dark_bg,TILESET - Saronia_NorthEast.png,4,11
1202,75,2,object_dark_bg,TILESET - Castle_Sasune_Inner.png,0,14
1203,75,3,object_dark_bg,TILESET - Saronia_Castle-Gate.png,7,3
1204,75,4,object_dark_bg,TILESET - Ur.png,5,14
1205,75,5,object_dark_bg,TILESET - Village_of_Gysahl-Farm.png,1,10
1206,75,6,object_dark_bg,TILESET - Tozus-MayorHouse.png,1,10
1207,75,7,object_dark_bg,TILESET - Inn_ItemShop.png,1,10
1208,75,8,object_dark_bg,TILESET - Saronia_Castle2.png,1,6
1209,75,9,object_dark_bg,TILESET - Tower_of_Owen1F.png,7,13
1210,75,10,object_dark_bg,TILESET - Saronia_Castle1.png,7,13
1211,75,11,object_dark_bg,TILESET - Castle_Sasune.png,7,13
1212,75,12,object_dark_bg,TILESET - Saronia_Castle2.png,0,5
1213,75,13,object_dark_bg,TILESET - Dwarven_Hollow-ArmorShop.png,4,13
1214,75,14,object_dark_bg,TILESET - Dogas_Grotto1.png,2,12
1215,75,15,object_dark_bg,TILESET - Nepto_Temple1F.png,1,5
1216,76,0,object_dark_bg,TILESET - Dogas_Grotto1.png,2,11
1217,76,1,object_dark_bg,TILESET - Saronia_NorthEast.png,3,7
1218,76,2,object_dark_bg,TILESET - Crystal_Tower_5F.png,2,11
1219,76,3,object_dark_bg,TILESET - Dogas_Grotto1.png,2,10
1220,76,4,object_dark_bg,TILESET - Crystal_Tower_1F.png,3,7
1221,76,5,object_dark_bg,TILESET - World_of_Darkness-Crystal_Room.png,3,4
1222,76,6,object_dark_bg,TILESET - Amur.png,4,14
1223,76,7,object_dark_bg,TILESET - Crystal_Tower_1F.png,3,1
1224,76,8,object_dark_bg,TILESET - Dogas_Grotto1.png,2,7
1225,76,9,object_dark_bg,TILESET - Inn_ItemShop.png,6,9
1226,76,10,object_dark_bg,TILESET - Shop_1.png,6,9
1227,76,11,object_dark_bg,TILESET - Tower_of_Owen1F.png,1,0
1228,76,12,object_dark_bg,TILESET - Tower_of_Owen1F.png,0,9
1229,76,13,object_dark_bg,TILESET - Mythril_Mine.png,1,10
1230,76,14,object_dark_bg,TILESET - Saronia_Castle-Gate.png,3,7
1231,76,15,object_dark_bg,TILESET - Saronia_Castle-Gate.png,3,6
1232,77,0,object_dark_bg,TILESET - Saronia_Castle1.png,6,13
1233,77,1,object_dark_bg,TILESET - Tower_of_Owen1F.png,1,1
1234,77,2,interior_warm,TILESET - Saronia_NorthWest-Library.png,3,3
1235,77,3,interior_warm,TILESET - Amur-House.png,3,3
1236,77,4,interior_warm,TILESET - Canaan-CidHouse_1F.png,3,3
1237,77,5,interior_warm,TILESET - Canaan-NobleHouse.png,3,3
1238,77,6,interior_warm,TILESET - Castle_Sasune.png,0,2
1239,77,7,interior_warm,TILESET - Castle_Argus.png,2,13
1240,77,8,interior_warm,TILESET - Castle_Sasune.png,2,13
1241,77,9,interior_warm,TILESET - Ur_Shed.png,3,3
1242,77,10,interior_warm,TILESET - Tower_of_Owen10F.png,2,12
1243,77,11,interior_warm,TILESET - Canaan-Inn_ItemShop.png,3,3
1244,77,12,interior_warm,TILESET - Amur-Inn_Pub.png,3,3
1245,77,13,interior_warm,TILESET - The_Invincible.png,1,11
1246,77,14,interior_warm,TILESET - Mythril_Mine.png,3,0
1247,77,15,interior_warm,TILESET - Alter Cave.png,3,0
1248,78,0,interior_warm,TILESET - Ancient_Ruins1.png,3,0
1249,78,1,interior_warm,TILESET - Cave_of_the_Circle1.png,3,0
1250,78,2,interior_warm,TILESET - Dragons_Peak.png,0,0
1251,78,3,interior_warm,TILESET - Cave_of_Shadows3_1_comparison.png,0,0
1252,78,4,interior_warm,TILESET - Canaan-CidHouse_2F.png,1,6
1253,78,5,interior_warm,TILESET - Dragons_Peak.png,2,11
1254,78,6,interior_warm,TILESET - Amur-House.png,1,15
1255,78,7,interior_warm,TILESET - Saronia_NorthWest-Library.png,1,15
1256,78,8,interior_warm,TILESET - Ur_Shed.png,1,15
1257,78,9,interior_warm,TILESET - Sewers1.png,0,11
1258,78,10,interior_warm,TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,3
1259,78,11,interior_warm,TILESET - Vikings_Cove-1.png,1,13
1260,78,12,interior_warm,TILESET - Mythril_Mine.png,2,8
1261,78,13,interior_warm,TILESET - Cave_of_the_Circle1.png,2,8
1262,78,14,interior_warm,TILESET - Cave_of_Tides1.png,2,8
1263,78,15,interior_warm,TILESET - Alter Cave.png,2,8
1264,79,0,interior_warm,TILESET - Ancient_Ruins1.png,2,8
1265,79,1,interior_warm,TILESET - Cave_of_Shadows3_2.png,2,8
1266,79,2,interior_warm,TILESET - Castle_Argus.png,0,6
1267,79,3,interior_warm,TILESET - Castle_Argus.png,0,5
1268,79,4,interior_warm,TILESET - Castle_Argus.png,3,1
1269,79,5,interior_warm,TILESET - Sewers1.png,3,0
1270,79,6,interior_warm,TILESET - Bahamuts_Nest.png,3,3
1271,79,7,interior_warm,TILESET - Tozus.png,7,0
1272,79,8,interior_warm,TILESET - Castle_Argus.png,0,4
1273,79,9,interior_warm,TILESET - Castle_Argus.png,0,3
1274,79,10,interior_warm,TILESET - Canaan-CidHouse_2F.png,3,8
1275,79,11,interior_warm,TILESET - Amur-Shrine.png,3,8
1276,79,12,interior_warm,TILESET - Ur_EldersHouse.png,3,8
1277,79,13,interior_warm,TILESET - Alter Cave.png,3,12
1278,79,14,interior_warm,TILESET - Mythril_Mine.png,3,12
1279,79,15,interior_warm,TILESET - Cave_of_the_Circle1.png,3,12
1280,80,0,interior_warm,TILESET - Cave_of_Tides1.png,3,12
1281,80,1,interior_warm,TILESET - Ancients_Maze1.png,3,12
1282,80,2,interior_warm,TILESET - Canaan.png,1,2
1283,80,3,interior_warm,TILESET - Ancients_Maze1.png,6,2
1284,80,4,interior_warm,TILESET - Ancients_Maze1.png,0,1
1285,80,5,interior_warm,TILESET - Chocobos_Forest.png,0,0
1286,80,6,interior_warm,TILESET - Retrieval_Forest.png,0,0
1287,80,7,interior_warm,TILESET - Canaan-CidHouse_2F.png,3,5
1288,80,8,interior_warm,TILESET - Alter Cave.png,3,15
1289,80,9,interior_warm,TILESET - Amur.png,4,7
1290,80,10,interior_warm,TILESET - Ancients_Maze1.png,3,15
1291,80,11,interior_warm,TILESET - Ancients_Maze2.png,5,0
1292,80,12,interior_warm,TILESET - Bahamuts_Nest.png,0,0
1293,80,13,interior_warm,TILESET - Castle_Argus-Tower.png,3,12
1294,80,14,interior_warm,TILESET - Saronia_Catacombs3.png,3,12
1295,80,15,interior_warm,TILESET - Castle_Sasune_Inner.png,3,12
1296,81,0,interior_warm,TILESET - Saronia_NorthWest-Library.png,3,12
1297,81,1,interior_warm,TILESET - Ancients_Maze1.png,4,6
1298,81,2,interior_warm,TILESET - Tower_of_Owen1F.png,4,6
1299,81,3,interior_warm,TILESET - Alter Cave.png,4,6
1300,81,4,interior_warm,TILESET - SealedCave.png,4,6
1301,81,5,interior_warm,TILESET - Amur-House.png,3,12
1302,81,6,interior_warm,TILESET - Castle_Argus-Tower.png,3,13
1303,81,7,interior_warm,TILESET - Canaan-CidHouse_1F.png,3,12
1304,81,8,interior_warm,TILESET - Canaan-Shrine.png,3,12
1305,81,9,interior_warm,TILESET - Saronia_Castle-Gate.png,0,7
1306,81,10,interior_warm,TILESET - Bahamuts_Nest.png,4,6
1307,81,11,interior_warm,TILESET - Dragons_Peak.png,4,6
1308,81,12,interior_warm,TILESET - Saronia_Castle2.png,3,12
1309,81,13,interior_warm,TILESET - Canaan-ArmorShop.png,1,13
1310,81,14,interior_warm,TILESET - Canaan-Magic_WeaponShop.png,1,13
1311,81,15,interior_warm,TILESET - Canaan-Inn_ItemShop.png,1,13
1312,82,0,interior_warm,TILESET - Tozus-Inn_ItemShop.png,1,13
1313,82,1,interior_warm,TILESET - Dragons_Peak.png,0,9
1314,82,2,interior_warm,TILESET - Castle_Argus3F.png,2,6
1315,82,3,interior_warm,TILESET - Dwarven_HollowB1_B2.png,0,4
1316,82,4,interior_warm,TILESET - Ancients_Maze1.png,0,4
1317,82,5,interior_warm,TILESET - Molten_CaveB1.png,4,6
1318,82,6,interior_warm,TILESET - Castle_Sasune_Inner.png,3,9
1319,82,7,interior_warm,TILESET - Saronia_Catacombs3.png,3,9
1320,82,8,interior_warm,TILESET - Castle_Argus-Tower.png,3,9
1321,82,9,interior_warm,TILESET - Tozus-Magic_WeaponShop.png,7,12
1322,82,10,interior_warm,TILESET - Castle_Argus.png,4,6
1323,82,11,interior_warm,TILESET - Canaan-Inn_ItemShop.png,7,8
1324,82,12,interior_warm,TILESET - Castle_Argus.png,5,0
1325,82,13,interior_warm,TILESET - Eureka_B7_1.png,1,6
1326,82,14,interior_warm,TILESET - Cave_of_Shadows3_2.png,1,6
1327,82,15,interior_warm,TILESET - Ancient_Ruins1.png,1,6
1328,83,0,interior_warm,TILESET - Cave_of_the_Circle1.png,1,6
1329,83,1,interior_warm,TILESET - Cave_of_Tides1.png,1,6
1330,83,2,interior_warm,TILESET - Cave_of_the_Circle1.png,2,9
1331,83,3,interior_warm,TILESET - Cave_of_Tides1.png,2,9
1332,83,4,interior_warm,TILESET - Cave_of_Shadows3_2.png,2,9
1333,83,5,interior_warm,TILESET - Ancient_Ruins1.png,2,9
1334,83,6,interior_warm,TILESET - Eureka_B7_1.png,2,9
1335,83,7,interior_warm,TILESET - Tozus-Magic_WeaponShop.png,3,3
1336,83,8,interior_warm,TILESET - Vikings_Cove-1.png,3,3
1337,83,9,interior_warm,TILESET - Canaan-Magic_WeaponShop.png,3,3
1338,83,10,interior_warm,TILESET - Canaan-ArmorShop.png,3,3
1339,83,11,interior_warm,TILESET - Canaan-CidHouse_2F.png,3,3
1340,83,12,interior_warm,TILESET - Amur-Shrine.png,3,3
1341,83,13,interior_warm,TILESET - Gulgan_Gulch1.png,3,3
1342,83,14,interior_warm,TILESET - Amur-ArmorShop.png,3,3
1343,83,15,interior_warm,TILESET - Amur-Magic_WeaponShop.png,3,3
1344,84,0,interior_warm,TILESET - Gulgan_Gulch1.png,1,13
1345,84,1,interior_warm,TILESET - Amur-Shrine.png,1,13
1346,84,2,interior_warm,TILESET - Canaan-CidHouse_2F.png,1,13
1347,84,3,interior_warm,TILESET - Sewers1.png,3,4
1348,84,4,interior_warm,TILESET - Ur_EldersHouse.png,0,8
1349,84,5,interior_warm,TILESET - Canaan-NobleHouse.png,2,4
1350,84,6,interior_warm,TILESET - Canaan-CidHouse_1F.png,2,4
1351,84,7,interior_warm,TILESET - Canaan-Shrine.png,2,4
1352,84,8,interior_warm,TILESET - Canaan-CidHouse_2F.png,4,0
1353,84,9,interior_warm,TILESET - Vikings_Cove-1.png,4,0
1354,84,10,interior_warm,TILESET - Gulgan_Gulch1.png,2,8
1355,84,11,interior_warm,TILESET - Amur-Shrine.png,2,8
1356,84,12,interior_warm,TILESET - Saronia_Castle-Gate.png,2,2
1357,84,13,interior_warm,TILESET - Saronia_NorthWest-Library.png,2,8
1358,84,14,interior_warm,TILESET - Amur-House.png,2,8
1359,84,15,interior_warm,TILESET - Sewers1.png,3,1
1360,85,0,interior_warm,TILESET - Tower_of_Owen10F.png,3,11
1361,85,1,interior_warm,TILESET - Dragons_Peak.png,0,10
1362,85,2,interior_warm,TILESET - Castle_Argus.png,4,5
1363,85,3,interior_warm,TILESET - Saronia_NorthWest-Library.png,2,4
1364,85,4,interior_warm,TILESET - Amur-House.png,2,4
1365,85,5,interior_warm,TILESET - Ur_Shed.png,2,4
1366,85,6,interior_warm,TILESET - Vikings_Cove-1.png,1,5
1367,85,7,interior_warm,TILESET - Castle_Argus.png,4,4
1368,85,8,interior_warm,TILESET - Canaan-Magic_WeaponShop.png,7,8
1369,85,9,interior_warm,TILESET - Tozus-Magic_WeaponShop.png,0,7
1370,85,10,interior_warm,TILESET - Tozus-Magic_WeaponShop.png,2,12
1371,85,11,interior_warm,TILESET - Amur.png,4,6
1372,85,12,interior_warm,TILESET - Canaan.png,5,11
1373,85,13,interior_warm,TILESET - Canaan.png,1,0
1374,85,14,interior_warm,TILESET - Ur_EldersHouse.png,1,15
1375,85,15,interior_warm,TILESET - Kazus.png,4,6
1376,86,0,interior_warm,TILESET - Inn_ItemShop.png,3,4
1377,86,1,interior_warm,TILESET - Amur-Inn_Pub.png,3,4
1378,86,2,interior_warm,TILESET - Tozus-Inn_ItemShop.png,3,4
1379,86,3,interior_warm,TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,4
1380,86,4,interior_warm,TILESET - Saronia_Castle5.png,1,11
1381,86,5,interior_warm,TILESET - Castle_Argus3F.png,1,11
1382,86,6,interior_warm,TILESET - Dragons_Peak.png,5,8
1383,86,7,interior_warm,TILESET - Dragons_Peak.png,4,1
1384,86,8,interior_warm,TILESET - Castle_Argus-Tower.png,4,1
1385,86,9,interior_warm,TILESET - SealedCave.png,4,1
1386,86,10,interior_warm,TILESET - Alter Cave.png,4,1
1387,86,11,interior_warm,TILESET - Tower_of_Owen1F.png,4,1
1388,86,12,interior_warm,TILESET - Ancients_Maze1.png,4,1
1389,86,13,interior_warm,TILESET - Molten_CaveB1.png,4,1
1390,86,14,interior_warm,TILESET - Bahamuts_Nest.png,4,1
1391,86,15,interior_warm,TILESET - The_Invincible.png,4,1
1392,87,0,interior_warm,TILESET - Eureka_B6.png,3,0
1393,87,1,interior_warm,TILESET - Eureka_B7_1.png,2,7
1394,87,2,interior_warm,TILESET - Cave_of_Shadows3_2.png,2,7
1395,87,3,interior_warm,TILESET - Ancient_Ruins1.png,2,7
1396,87,4,interior_warm,TILESET - Cave_of_the_Circle1.png,2,7
1397,87,5,interior_warm,TILESET - Cave_of_Tides1.png,2,7
1398,87,6,interior_warm,TILESET - Saronia_NorthEast.png,4,7
1399,87,7,interior_warm,TILESET - Canaan-CidHouse_2F.png,1,14
1400,87,8,interior_warm,TILESET - Amur-Inn_Pub.png,2,3
1401,87,9,interior_warm,TILESET - Canaan-Inn_ItemShop.png,5,3
1402,87,10,interior_warm,TILESET - Amur-Inn_Pub.png,0,15
1403,87,11,interior_warm,TILESET - Tozus-Inn_ItemShop.png,0,15
1404,87,12,interior_warm,TILESET - Eureka_B7_1.png,2,8
1405,87,13,interior_warm,TILESET - Goldor_Manor1_1.png,2,10
1406,87,14,interior_warm,TILESET - Saronia_Castle-Gate.png,0,2
1407,87,15,interior_warm,TILESET - Saronia_Castle-Gate.png,0,1
1408,88,0,interior_warm,TILESET - Eureka_B6.png,4,0
1409,88,1,interior_warm,TILESET - Molten_CaveB1.png,6,12
1410,88,2,interior_warm,TILESET - Saronia_NorthEast.png,2,6
1411,88,3,interior_warm,TILESET - Castle_Argus.png,1,12
1412,88,4,interior_warm,TILESET - Castle_Sasune.png,1,12
1413,88,5,interior_warm,TILESET - Canaan-ArmorShop.png,7,8
1414,88,6,interior_warm,TILESET - Canaan.png,1,1
1415,88,7,interior_warm,TILESET - Amur-Inn_Pub.png,2,2
1416,88,8,interior_warm,TILESET - Tozus-Inn_ItemShop.png,2,2
1417,88,9,interior_warm,TILESET - Inn_ItemShop.png,3,7
1418,88,10,interior_warm,TILESET - Village_of_Gysahl-Inn_ItemShop.png,3,7
1419,88,11,interior_warm,TILESET - Goldor_Manor1_1.png,0,8
1420,88,12,interior_warm,TILESET - Dragons_Peak.png,5,6
1421,88,13,interior_warm,TILESET - Goldor_Manor1_1.png,4,14
1422,88,14,interior_warm,TILESET - Castle_Argus.png,7,6
1423,88,15,interior_warm,TILESET - Dragons_Peak.png,4,14
1424,89,0,interior_warm,TILESET - Castle_Argus-Tower.png,0,13
1425,89,1,interior_warm,TILESET - Saronia_Catacombs3.png,0,13
1426,89,2,interior_warm,TILESET - Canaan-Shrine.png,1,14
1427,89,3,interior_warm,TILESET - Canaan-Shrine.png,1,6
1428,89,4,interior_warm,TILESET - Saronia_Castle2.png,0,13
1429,89,5,interior_warm,TILESET - Bahamuts_Nest.png,5,8
1430,89,6,interior_warm,TILESET - Goldor_Manor1_1.png,0,4
1431,89,7,interior_warm,TILESET - Ur_EldersHouse.png,7,11
1432,89,8,interior_warm,TILESET - Castle_Argus3F.png,2,4
1433,89,9,interior_warm,TILESET - Goldor_Manor1_1.png,2,8
1434,89,10,interior_warm,TILESET - Ancients_Maze1.png,0,0
1435,89,11,interior_warm,TILESET - Bahamuts_Nest.png,4,15
1436,89,12,interior_warm,TILESET - Mythril_Mine.png,3,10
1437,89,13,interior_warm,TILESET - Cave_of_Tides1.png,3,10
1438,89,14,interior_warm,TILESET - Ancients_Maze1.png,3,10
1439,89,15,interior_warm,TILESET - Cave_of_Shadows3_2.png,3,10
1440,90,0,interior_warm,TILESET - Ancient_Ruins1.png,3,10
1441,90,1,interior_warm,TILESET - Alter Cave.png,3,10
1442,90,2,interior_warm,TILESET - Ur_EldersHouse.png,3,4
1443,90,3,interior_warm,TILESET - Canaan-CidHouse_2F.png,3,4
1444,90,4,interior_warm,TILESET - Canaan-CidHouse_2F.png,3,7
1445,90,5,interior_warm,TILESET - Ur_EldersHouse.png,3,7
1446,90,6,interior_warm,TILESET - Ancient_Ruins1.png,3,11
1447,90,7,interior_warm,TILESET - Cave_of_Shadows3_2.png,3,11
1448,90,8,interior_warm,TILESET - Ancients_Maze1.png,3,11
1449,90,9,interior_warm,TILESET - Cave_of_the_Circle1.png,3,11
1450,90,10,interior_warm,TILESET - Cave_of_Tides1.png,3,11
1451,90,11,interior_warm,TILESET - Vikings_Cove-1.png,3,7
1452,90,12,interior_warm,TILESET - Amur-Shrine.png,3,7
1453,90,13,interior_warm,TILESET - Gulgan_Gulch1.png,3,7
1454,90,14,interior_warm,TILESET - Gulgan_Gulch1.png,3,4
1455,90,15,interior_warm,TILESET - Amur-Shrine.png,3,4
1456,91,0,interior_warm,TILESET - Canaan-NobleHouse.png,2,6
1457,91,1,interior_warm,TILESET - Molten_CaveB1.png,1,4
1458,91,2,interior_warm,TILESET - Bahamuts_Nest.png,4,12
1459,91,3,interior_warm,TILESET - Vikings_Cove-1.png,0,4
1460,91,4,interior_warm,TILESET - Amur-ArmorShop.png,1,13
1461,91,5,interior_warm,TILESET - Goldor_Manor1_1.png,4,6
1462,91,6,interior_warm,TILESET - Goldor_Manor1_1.png,3,9
1463,91,7,interior_warm,TILESET - Tozus-Magic_WeaponShop.png,1,13
1464,91,8,interior_warm,TILESET - The_Invincible.png,3,0
1465,91,9,interior_warm,TILESET - Goldor_Manor1_1.png,2,3
1466,91,10,interior_warm,TILESET - Goldor_Manor1_1.png,0,14
1467,91,11,interior_warm,TILESET - Goldor_Manor1_1.png,3,4
1468,91,12,interior_warm,TILESET - Goldor_Manor1_1.png,3,5
1469,91,13,interior_warm,TILESET - Bahamuts_Nest.png,4,13
1470,91,14,interior_warm,TILESET - Bahamuts_Nest.png,5,2
1471,91,15,interior_warm,TILESET - Wreck1.png,2,9
1472,92,0,interior_warm,TILESET - Goldor_Manor1_1.png,4,1
1473,92,1,interior_warm,TILESET - Saronia_Castle2.png,3,9
1474,92,2,interior_warm,TILESET - SealedCave.png,4,10
1475,92,3,interior_warm,TILESET - Alter Cave.png,4,10
1476,92,4,interior_warm,TILESET - Tower_of_Owen1F.png,4,10
1477,92,5,interior_warm,TILESET - Bahamuts_Nest.png,4,10
1478,92,6,interior_warm,TILESET - Ancients_Maze1.png,4,10
1479,92,7,interior_warm,TILESET - Molten_CaveB1.png,4,10
1480,92,8,interior_warm,TILESET - Castle_Argus-Tower.png,4,10
1481,92,9,interior_warm,TILESET - Dragons_Peak.png,4,10
1482,92,10,interior_warm,TILESET - The_Invincible.png,4,10
1483,92,11,interior_warm,TILESET - Ancients_Maze1.png,4,11
1484,92,12,interior_warm,TILESET - Subterranean_Lake1.png,3,0
1485,92,13,interior_warm,TILESET - Castle_Argus.png,3,3
1486,92,14,interior_warm,TILESET - Castle_Argus.png,0,11
1487,92,15,interior_warm,TILESET - Saronia_Catacombs3.png,1,11
1488,93,0,interior_warm,TILESET - Castle_Sasune_Inner2.png,1,11
1489,93,1,interior_warm,TILESET - Castle_Sasune_Inner.png,3,7
1490,93,2,interior_warm,TILESET - Castle_Sasune_Inner2.png,3,14
1491,93,3,interior_warm,TILESET - Castle_Sasune_Inner2.png,7,10
1492,93,4,interior_warm,TILESET - Saronia_Catacombs3.png,3,14
1493,93,5,interior_warm,TILESET - The_Invincible.png,0,0
1494,93,6,interior_warm,TILESET - Goldor_Manor1_1.png,3,3
1495,93,7,interior_warm,TILESET - Tower_of_Owen1F.png,4,3
1496,93,8,interior_warm,TILESET - Molten_CaveB1.png,1,2
1497,93,9,interior_warm,TILESET - Canaan.png,7,0
1498,93,10,interior_warm,TILESET - Canaan.png,7,1
1499,93,11,interior_warm,TILESET - Tower_of_Owen11F.png,7,12
1500,93,12,interior_warm,TILESET - Mythril_Mine.png,3,3
1501,93,13,interior_warm,TILESET - Cave_of_Shadows3_2.png,3,3
1502,93,14,interior_warm,TILESET - Ancient_Ruins1.png,3,3
1503,93,15,interior_warm,TILESET - Alter Cave.png,3,3
1504,94,0,interior_warm,TILESET - Cave_of_the_Circle1.png,3,3
1505,94,1,interior_warm,TILESET - Cave_of_Tides1.png,3,3
1506,94,2,interior_warm,TILESET - Molten_CaveB1.png,0,14
1507,94,3,interior_warm,TILESET - Alter Cave.png,0,14
1508,94,4,interior_warm,TILESET - Mythril_Mine.png,2,1
1509,94,5,interior_warm,TILESET - Alter Cave.png,2,1
1510,94,6,interior_warm,TILESET - Ancient_Ruins1.png,2,1
1511,94,7,interior_warm,TILESET - Cave_of_Shadows3_2.png,2,1
1512,94,8,interior_warm,TILESET - Ur_Shed.png,1,13
1513,94,9,interior_warm,TILESET - Canaan-Inn_ItemShop.png,0,7
1514,94,10,interior_warm,TILESET - Cave_of_Tides1.png,2,1
1515,94,11,interior_warm,TILESET - Ur_EldersHouse.png,1,5
1516,94,12,interior_warm,TILESET - Canaan-CidHouse_2F.png,1,5
1517,94,13,interior_warm,TILESET - Canaan-CidHouse_2F.png,0,8
1518,94,14,interior_warm,TILESET - Shop_1.png,6,0
1519,94,15,interior_warm,TILESET - Canaan-NobleHouse.png,6,0
1520,95,0,interior_warm,TILESET - Tower_of_Owen10F.png,3,10
1521,95,1,interior_warm,TILESET - SealedCave.png,0,1
1522,95,2,interior_warm,TILESET - Alter Cave.png,0,1
1523,95,3,interior_warm,TILESET - Tower_of_Owen10F.png,1,6
1524,95,4,interior_warm,TILESET - Tower_of_Owen10F.png,2,7
1525,95,5,interior_warm,TILESET - Cave_of_the_Circle1.png,1,12
1526,95,6,interior_warm,TILESET - Cave_of_Tides1.png,1,12
1527,95,7,interior_warm,TILESET - Mythril_Mine.png,1,12
1528,95,8,interior_warm,TILESET - Ancient_Ruins1.png,1,12
1529,95,9,interior_warm,TILESET - Canaan-Shrine.png,3,3
1530,95,10,interior_warm,TILESET - Alter Cave.png,0,2
1531,95,11,interior_warm,TILESET - Molten_CaveB1.png,0,13
1532,95,12,interior_warm,TILESET - Tower_of_Owen10F.png,3,12
1533,95,13,interior_warm,TILESET - Tower_of_Owen10F.png,3,14
1534,95,14,interior_warm,TILESET - Tower_of_Owen10F.png,3,13
1535,95,15,interior_warm,TILESET - Canaan-CidHouse_2F.png,7,9
1536,96,0,interior_warm,TILESET - Canaan-CidHouse_2F.png,0,9
1537,96,1,interior_warm,TILESET - Subterranean_Lake1.png,3,1
1538,96,2,interior_warm,TILESET - Alter Cave.png,1,11
1539,96,3,interior_warm,TILESET - SealedCave.png,1,11
1540,96,4,interior_warm,TILESET - Saronia_NorthWest-Library.png,3,6
1541,96,5,interior_warm,TILESET - Amur-House.png,3,6
1542,96,6,interior_warm,TILESET - Canaan-CidHouse_1F.png,3,6
1543,96,7,interior_warm,TILESET - Tower_of_Owen1F.png,1,4
1544,96,8,interior_warm,TILESET - Cave_of_the_Circle1.png,3,1
1545,96,9,interior_warm,TILESET - Ancient_Ruins1.png,3,1
1546,96,10,interior_warm,TILESET - Alter Cave.png,3,1
1547,96,11,interior_warm,TILESET - Mythril_Mine.png,3,1
1548,96,12,interior_warm,TILESET - Tower_of_Owen10F.png,2,10
1549,96,13,interior_warm,TILESET - Tozus-Inn_ItemShop.png,3,3
1550,96,14,interior_warm,TILESET - Dragons_Peak.png,2,13
1551,96,15,interior_warm,TILESET - Dragons_Peak.png,0,7
1552,97,0,interior_warm,TILESET - Vikings_Cove-1.png,2,8
1553,97,1,interior_warm,TILESET - Ur_EldersHouse.png,0,6
1554,97,2,interior_warm,TILESET - Canaan-CidHouse_2F.png,0,6
1555,97,3,interior_warm,TILESET - Dwarven_HollowB1_B2.png,1,6
1556,97,4,interior_warm,TILESET - Amur-Shrine.png,1,6
1557,97,5,interior_warm,TILESET - Gulgan_Gulch1.png,1,6
1558,97,6,interior_warm,TILESET - Molten_CaveB1.png,1,5
1559,97,7,interior_warm,TILESET - Saronia_NorthWest-Library.png,1,13
1560,97,8,interior_warm,TILESET - Canaan-Shrine.png,1,13
1561,97,9,interior_warm,TILESET - Castle_Argus.png,5,1
1562,97,10,interior_warm,TILESET - Castle_Argus.png,1,15
1563,97,11,interior_warm,TILESET - Cave_of_the_Circle1.png,2,1
