source_tileset,source_row,source_column,tile_id,match_type
TILESET - Dogas_Grotto3_2.png,5,14,6012,exact
TILESET - Dogas_Grotto3_2.png,5,15,0,exact
TILESET - Dogas_Grotto3_2.png,6,0,6012,exact
TILESET - Dogas_Grotto3_2.png,6,1,6012,exact
TILESET - Dogas_Grotto3_2.png,6,2,3416,exact
TILESET - Dogas_Grotto3_2.png,6,3,3965,exact
TILESET - Dogas_Grotto3_2.png,6,4,3505,exact
TILESET - Dogas_Grotto3_2.png,6,5,3521,exact
TILESET - Dogas_Grotto3_2.png,6,6,6012,exact
TILESET - Dogas_Grotto3_2.png,6,7,3965,exact
TILESET - Dogas_Grotto3_2.png,6,8,3965,exact
TILESET - Dogas_Grotto3_2.png,6,9,2582,exact
TILESET - Dogas_Grotto3_2.png,6,10,3505,exact
TILESET - Dogas_Grotto3_2.png,6,11,3521,exact
TILESET - Dogas_Grotto3_2.png,6,12,3035,exact
TILESET - Dogas_Grotto3_2.png,6,13,4413,exact
TILESET - Dogas_Grotto3_2.png,6,14,3852,exact
TILESET - Dogas_Grotto3_2.png,6,15,3931,exact
TILESET - Dogas_Grotto3_2.png,7,0,3099,exact
TILESET - Dogas_Grotto3_2.png,7,1,4219,exact
TILESET - Dogas_Grotto3_2.png,7,2,3505,exact
TILESET - Dogas_Grotto3_2.png,7,3,3521,exact
TILESET - Dogas_Grotto3_2.png,7,4,3033,exact
TILESET - Dogas_Grotto3_2.png,7,5,2929,exact
TILESET - Dogas_Grotto3_2.png,7,6,3852,exact
TILESET - Dogas_Grotto3_2.png,7,7,3931,exact
TILESET - Dogas_Grotto3_2.png,7,8,6012,exact
TILESET - Dogas_Grotto3_2.png,7,9,6012,exact
TILESET - Dogas_Grotto3_2.png,7,10,6012,exact
TILESET - Dogas_Grotto3_2.png,7,11,6012,exact
TILESET - Dogas_Grotto3_2.png,7,12,5115,exact
TILESET - Dogas_Grotto3_2.png,7,13,5388,exact
TILESET - Dogas_Grotto3_2.png,7,14,2582,exact
TILESET - Dogas_Grotto3_2.png,7,15,0,exact
TILESET - Dogas_Manor1.png,0,0,5708,exact
TILESET - Dogas_Manor1.png,0,1,2730,exact
TILESET - Dogas_Manor1.png,0,2,989,exact
TILESET - Dogas_Manor1.png,0,3,977,exact
TILESET - Dogas_Manor1.png,0,4,545,exact
TILESET - Dogas_Manor1.png,0,5,811,exact
TILESET - Dogas_Manor1.png,0,6,678,exact
TILESET - Dogas_Manor1.png,0,7,249,exact
TILESET - Dogas_Manor1.png,0,8,683,exact
TILESET - Dogas_Manor1.png,0,9,363,exact
TILESET - Dogas_Manor1.png,0,10,4430,exact
TILESET - Dogas_Manor1.png,0,11,4260,exact
TILESET - Dogas_Manor1.png,0,12,2218,exact
TILESET - Dogas_Manor1.png,0,13,1199,exact
TILESET - Dogas_Manor1.png,0,14,883,exact
TILESET - Dogas_Manor1.png,0,15,1855,exact
TILESET - Dogas_Manor1.png,1,0,2357,exact
TILESET - Dogas_Manor1.png,1,1,2515,exact
TILESET - Dogas_Manor1.png,1,2,2515,exact
TILESET - Dogas_Manor1.png,1,3,2516,exact
TILESET - Dogas_Manor1.png,1,4,2359,exact
TILESET - Dogas_Manor1.png,1,5,2051,exact
TILESET - Dogas_Manor1.png,1,6,1959,exact
TILESET - Dogas_Manor1.png,1,7,4758,exact
TILESET - Dogas_Manor1.png,1,8,3821,exact
TILESET - Dogas_Manor1.png,1,9,4393,exact
TILESET - Dogas_Manor1.png,1,10,4651,exact
TILESET - Dogas_Manor1.png,1,11,5940,exact
TILESET - Dogas_Manor1.png,1,12,3319,exact
TILESET - Dogas_Manor1.png,1,13,1696,exact
TILESET - Dogas_Manor1.png,1,14,1962,exact
TILESET - Dogas_Manor1.png,1,15,1254,exact
TILESET - Dogas_Manor1.png,2,0,3429,exact
TILESET - Dogas_Manor1.png,2,1,812,exact
TILESET - Dogas_Manor1.png,2,2,1998,exact
TILESET - Dogas_Manor1.png,2,3,571,exact
TILESET - Dogas_Manor1.png,2,4,1364,exact
TILESET - Dogas_Manor1.png,2,5,2233,exact
TILESET - Dogas_Manor1.png,2,6,1901,exact
TILESET - Dogas_Manor1.png,2,7,1646,exact
TILESET - Dogas_Manor1.png,2,8,1358,exact
TILESET - Dogas_Manor1.png,2,9,5675,exact
TILESET - Dogas_Manor1.png,2,10,3975,exact
TILESET - Dogas_Manor1.png,2,11,4787,exact
TILESET - Dogas_Manor1.png,2,12,264,exact
TILESET - Dogas_Manor1.png,2,13,4618,exact
TILESET - Dogas_Manor1.png,2,14,1104,exact
TILESET - Dogas_Manor1.png,2,15,3180,exact
TILESET - Dogas_Manor1.png,3,0,5940,exact
TILESET - Dogas_Manor1.png,3,1,2782,exact
TILESET - Dogas_Manor1.png,3,2,2733,exact
TILESET - Dogas_Manor1.png,3,3,1235,exact
TILESET - Dogas_Manor1.png,3,4,1662,exact
TILESET - Dogas_Manor1.png,3,5,1670,exact
TILESET - Dogas_Manor1.png,3,6,1541,exact
TILESET - Dogas_Manor1.png,3,7,2004,exact
TILESET - Dogas_Manor1.png,3,8,1771,exact
TILESET - Dogas_Manor1.png,3,9,1591,exact
TILESET - Dogas_Manor1.png,3,10,43,exact
TILESET - Dogas_Manor1.png,3,11,965,exact
TILESET - Dogas_Manor1.png,3,12,1301,exact
TILESET - Dogas_Manor1.png,3,13,5673,exact
TILESET - Dogas_Manor1.png,3,14,2349,exact
TILESET - Dogas_Manor1.png,3,15,2218,exact
TILESET - Dogas_Manor1.png,4,0,1797,exact
TILESET - Dogas_Manor1.png,4,1,5732,exact
TILESET - Dogas_Manor1.png,4,2,5773,exact
TILESET - Dogas_Manor1.png,4,3,5760,exact
TILESET - Dogas_Manor1.png,4,4,5708,exact
TILESET - Dogas_Manor1.png,4,5,2730,exact
TILESET - Dogas_Manor1.png,4,6,3106,exact
TILESET - Dogas_Manor1.png,4,7,3365,exact
TILESET - Dogas_Manor1.png,4,8,0,exact
TILESET - Dogas_Manor1.png,4,9,2407,exact
TILESET - Dogas_Manor1.png,4,10,2886,exact
TILESET - Dogas_Manor1.png,4,11,3051,exact
TILESET - Dogas_Manor1.png,4,12,3052,exact
TILESET - Dogas_Manor1.png,4,13,2946,exact
TILESET - Dogas_Manor1.png,4,14,3197,exact
TILESET - Dogas_Manor1.png,4,15,0,exact
TILESET - Dogas_Manor1.png,5,0,3856,exact
TILESET - Dogas_Manor1.png,5,1,4618,exact
TILESET - Dogas_Manor1.png,5,2,3975,exact
TILESET - Dogas_Manor1.png,5,3,1855,exact
TILESET - Dogas_Manor1.png,5,4,883,exact
TILESET - Dogas_Manor1.png,5,5,1104,exact
TILESET - Dogas_Manor1.png,5,6,3180,exact
TILESET - Dogas_Manor1.png,5,7,3423,exact
TILESET - Dogas_Manor1.png,5,8,0,exact
TILESET - Dogas_Manor1.png,5,9,3055,exact
TILESET - Dogas_Manor1.png,5,10,2950,exact
TILESET - Dogas_Manor1.png,5,11,5708,exact
TILESET - Dogas_Manor1.png,5,12,5708,exact
TILESET - Dogas_Manor1.png,5,13,2730,exact
TILESET - Dogas_Manor1.png,5,14,43,exact
TILESET - Dogas_Manor1.png,5,15,0,exact
TILESET - Dogas_Manor1.png,6,0,43,exact
TILESET - Dogas_Manor1.png,6,1,3365,exact
TILESET - Dogas_Manor1.png,6,2,4260,exact
TILESET - Dogas_Manor1.png,6,3,2734,exact
TILESET - Dogas_Manor1.png,6,4,619,exact
TILESET - Dogas_Manor1.png,6,5,2407,exact
TILESET - Dogas_Manor1.png,6,6,2886,exact
TILESET - Dogas_Manor1.png,6,7,914,exact
TILESET - Dogas_Manor1.png,6,8,5981,exact
TILESET - Dogas_Manor1.png,6,9,3640,exact
TILESET - Dogas_Manor1.png,6,10,2407,exact
TILESET - Dogas_Manor1.png,6,11,2886,exact
TILESET - Dogas_Manor1.png,6,12,3106,exact
TILESET - Dogas_Manor1.png,6,13,914,exact
TILESET - Dogas_Manor1.png,6,14,5760,exact
TILESET - Dogas_Manor1.png,6,15,5708,exact
TILESET - Dogas_Manor1.png,7,0,619,exact
TILESET - Dogas_Manor1.png,7,1,4659,exact
TILESET - Dogas_Manor1.png,7,2,2407,exact
TILESET - Dogas_Manor1.png,7,3,2886,exact
TILESET - Dogas_Manor1.png,7,4,3106,exact
TILESET - Dogas_Manor1.png,7,5,914,exact
TILESET - Dogas_Manor1.png,7,6,5760,exact
TILESET - Dogas_Manor1.png,7,7,5708,exact
TILESET - Dogas_Manor1.png,7,8,249,exact
TILESET - Dogas_Manor1.png,7,9,363,exact
TILESET - Dogas_Manor1.png,7,10,883,exact
TILESET - Dogas_Manor1.png,7,11,545,exact
TILESET - Dogas_Manor1.png,7,12,161,exact
TILESET - Dogas_Manor1.png,7,13,501,exact
TILESET - Dogas_Manor1.png,7,14,5981,exact
TILESET - Dogas_Manor1.png,7,15,0,exact
TILESET - Dogas_Manor2.png,0,0,5708,exact
TILESET - Dogas_Manor2.png,0,1,2730,exact
TILESET - Dogas_Manor2.png,0,2,989,exact
TILESET - Dogas_Manor2.png,0,3,977,exact
TILESET - Dogas_Manor2.png,0,4,545,exact
TILESET - Dogas_Manor2.png,0,5,811,exact
TILESET - Dogas_Manor2.png,0,6,678,exact
TILESET - Dogas_Manor2.png,0,7,249,exact
TILESET - Dogas_Manor2.png,0,8,683,exact
TILESET - Dogas_Manor2.png,0,9,363,exact
TILESET - Dogas_Manor2.png,0,10,4430,exact
TILESET - Dogas_Manor2.png,0,11,4260,exact
TILESET - Dogas_Manor2.png,0,12,2218,exact
TILESET - Dogas_Manor2.png,0,13,1199,exact
TILESET - Dogas_Manor2.png,0,14,883,exact
TILESET - Dogas_Manor2.png,0,15,1855,exact
TILESET - Dogas_Manor2.png,1,0,2357,exact
TILESET - Dogas_Manor2.png,1,1,2515,exact
TILESET - Dogas_Manor2.png,1,2,2515,exact
TILESET - Dogas_Manor2.png,1,3,2516,exact
TILESET - Dogas_Manor2.png,1,4,2359,exact
TILESET - Dogas_Manor2.png,1,5,2051,exact
TILESET - Dogas_Manor2.png,1,6,1959,exact
TILESET - Dogas_Manor2.png,1,7,4758,exact
TILESET - Dogas_Manor2.png,1,8,3821,exact
TILESET - Dogas_Manor2.png,1,9,4393,exact
TILESET - Dogas_Manor2.png,1,10,4651,exact
TILESET - Dogas_Manor2.png,1,11,5940,exact
TILESET - Dogas_Manor2.png,1,12,3319,exact
TILESET - Dogas_Manor2.png,1,13,1696,exact
TILESET - Dogas_Manor2.png,1,14,1962,exact
TILESET - Dogas_Manor2.png,1,15,1254,exact
TILESET - Dogas_Manor2.png,2,0,3429,exact
TILESET - Dogas_Manor2.png,2,1,812,exact
TILESET - Dogas_Manor2.png,2,2,1998,exact
TILESET - Dogas_Manor2.png,2,3,571,exact
TILESET - Dogas_Manor2.png,2,4,1364,exact
TILESET - Dogas_Manor2.png,2,5,2233,exact
TILESET - Dogas_Manor2.png,2,6,1901,exact
TILESET - Dogas_Manor2.png,2,7,1646,exact
TILESET - Dogas_Manor2.png,2,8,1358,exact
TILESET - Dogas_Manor2.png,2,9,5675,exact
TILESET - Dogas_Manor2.png,2,10,3975,exact
TILESET - Dogas_Manor2.png,2,11,4787,exact
TILESET - Dogas_Manor2.png,2,12,264,exact
TILESET - Dogas_Manor2.png,2,13,4618,exact
TILESET - Dogas_Manor2.png,2,14,1104,exact
TILESET - Dogas_Manor2.png,2,15,3180,exact
TILESET - Dogas_Manor2.png,3,0,5940,exact
TILESET - Dogas_Manor2.png,3,1,2782,exact
TILESET - Dogas_Manor2.png,3,2,2733,exact
TILESET - Dogas_Manor2.png,3,3,1235,exact
TILESET - Dogas_Manor2.png,3,4,1662,exact
TILESET - Dogas_Manor2.png,3,5,1670,exact
TILESET - Dogas_Manor2.png,3,6,1541,exact
TILESET - Dogas_Manor2.png,3,7,2004,exact
TILESET - Dogas_Manor2.png,3,8,1771,exact
TILESET - Dogas_Manor2.png,3,9,1591,exact
TILESET - Dogas_Manor2.png,3,10,43,exact
TILESET - Dogas_Manor2.png,3,11,965,exact
TILESET - Dogas_Manor2.png,3,12,1301,exact
TILESET - Dogas_Manor2.png,3,13,5673,exact
TILESET - Dogas_Manor2.png,3,14,2349,exact
TILESET - Dogas_Manor2.png,3,15,2218,exact
TILESET - Dogas_Manor2.png,4,0,1797,exact
TILESET - Dogas_Manor2.png,4,1,5732,exact
TILESET - Dogas_Manor2.png,4,2,5773,exact
TILESET - Dogas_Manor2.png,4,3,5760,exact
TILESET - Dogas_Manor2.png,4,4,5708,exact
TILESET - Dogas_Manor2.png,4,5,2730,exact
TILESET - Dogas_Manor2.png,4,6,3106,exact
TILESET - Dogas_Manor2.png,4,7,3365,exact
TILESET - Dogas_Manor2.png,4,8,0,exact
TILESET - Dogas_Manor2.png,4,9,2407,exact
TILESET - Dogas_Manor2.png,4,10,2886,exact
TILESET - Dogas_Manor2.png,4,11,3051,exact
TILESET - Dogas_Manor2.png,4,12,3052,exact
TILESET - Dogas_Manor2.png,4,13,2946,exact
TILESET - Dogas_Manor2.png,4,14,3197,exact
TILESET - Dogas_Manor2.png,4,15,0,exact
TILESET - Dogas_Manor2.png,5,0,3856,exact
TILESET - Dogas_Manor2.png,5,1,4618,exact
TILESET - Dogas_Manor2.png,5,2,3975,exact
TILESET - Dogas_Manor2.png,5,3,1855,exact
TILESET - Dogas_Manor2.png,5,4,883,exact
TILESET - Dogas_Manor2.png,5,5,1104,exact
TILESET - Dogas_Manor2.png,5,6,3180,exact
TILESET - Dogas_Manor2.png,5,7,3423,exact
TILESET - Dogas_Manor2.png,5,8,0,exact
TILESET - Dogas_Manor2.png,5,9,3055,exact
TILESET - Dogas_Manor2.png,5,10,2950,exact
TILESET - Dogas_Manor2.png,5,11,5708,exact
TILESET - Dogas_Manor2.png,5,12,5708,exact
TILESET - Dogas_Manor2.png,5,13,2730,exact
TILESET - Dogas_Manor2.png,5,14,43,exact
TILESET - Dogas_Manor2.png,5,15,0,exact
TILESET - Dogas_Manor2.png,6,0,43,exact
TILESET - Dogas_Manor2.png,6,1,3365,exact
TILESET - Dogas_Manor2.png,6,2,4260,exact
TILESET - Dogas_Manor2.png,6,3,2734,exact
TILESET - Dogas_Manor2.png,6,4,619,exact
TILESET - Dogas_Manor2.png,6,5,2407,exact
TILESET - Dogas_Manor2.png,6,6,2886,exact
TILESET - Dogas_Manor2.png,6,7,914,exact
TILESET - Dogas_Manor2.png,6,8,5981,exact
TILESET - Dogas_Manor2.png,6,9,3640,exact
TILESET - Dogas_Manor2.png,6,10,2407,exact
TILESET - Dogas_Manor2.png,6,11,2886,exact
TILESET - Dogas_Manor2.png,6,12,3106,exact
TILESET - Dogas_Manor2.png,6,13,914,exact
TILESET - Dogas_Manor2.png,6,14,5760,exact
TILESET - Dogas_Manor2.png,6,15,5708,exact
TILESET - Dogas_Manor2.png,7,0,619,exact
TILESET - Dogas_Manor2.png,7,1,4659,exact
TILESET - Dogas_Manor2.png,7,2,2407,exact
TILESET - Dogas_Manor2.png,7,3,2886,exact
TILESET - Dogas_Manor2.png,7,4,3106,exact
TILESET - Dogas_Manor2.png,7,5,914,exact
TILESET - Dogas_Manor2.png,7,6,5760,exact
TILESET - Dogas_Manor2.png,7,7,5708,exact
TILESET - Dogas_Manor2.png,7,8,249,exact
TILESET - Dogas_Manor2.png,7,9,363,exact
TILESET - Dogas_Manor2.png,7,10,883,exact
TILESET - Dogas_Manor2.png,7,11,545,exact
TILESET - Dogas_Manor2.png,7,12,161,exact
TILESET - Dogas_Manor2.png,7,13,501,exact
TILESET - Dogas_Manor2.png,7,14,5981,exact
TILESET - Dogas_Manor2.png,7,15,0,exact
TILESET - Dogas_Village.png,0,0,4924,exact
TILESET - Dogas_Village.png,0,1,5530,exact
TILESET - Dogas_Village.png,0,2,5522,exact
TILESET - Dogas_Village.png,0,3,4899,exact
TILESET - Dogas_Village.png,0,4,2651,exact
TILESET - Dogas_Village.png,0,5,1176,exact
TILESET - Dogas_Village.png,0,6,2448,exact
TILESET - Dogas_Village.png,0,7,2501,exact
TILESET - Dogas_Village.png,0,8,3449,exact
TILESET - Dogas_Village.png,0,9,3610,exact
TILESET - Dogas_Village.png,0,10,3606,exact
TILESET - Dogas_Village.png,0,11,5915,exact
TILESET - Dogas_Village.png,0,12,5948,exact
TILESET - Dogas_Village.png,0,13,5791,exact
TILESET - Dogas_Village.png,0,14,2796,exact
TILESET - Dogas_Village.png,0,15,2814,exact
TILESET - Dogas_Village.png,1,0,1757,exact
TILESET - Dogas_Village.png,1,1,339,exact
TILESET - Dogas_Village.png,1,2,1755,exact
TILESET - Dogas_Village.png,1,3,1705,exact
TILESET - Dogas_Village.png,1,4,5798,exact
TILESET - Dogas_Village.png,1,5,4573,exact
TILESET - Dogas_Village.png,1,6,3844,exact
TILESET - Dogas_Village.png,1,7,4338,exact
TILESET - Dogas_Village.png,1,8,2522,exact
TILESET - Dogas_Village.png,1,9,1616,exact
TILESET - Dogas_Village.png,1,10,1978,exact
TILESET - Dogas_Village.png,1,11,1602,exact
TILESET - Dogas_Village.png,1,12,5907,exact
TILESET - Dogas_Village.png,1,13,5921,exact
TILESET - Dogas_Village.png,1,14,5826,exact
TILESET - Dogas_Village.png,1,15,2661,exact
TILESET - Dogas_Village.png,2,0,5424,exact
TILESET - Dogas_Village.png,2,1,5091,exact
TILESET - Dogas_Village.png,2,2,5298,exact
TILESET - Dogas_Village.png,2,3,5091,exact
TILESET - Dogas_Village.png,2,4,4727,representative
TILESET - Dogas_Village.png,2,5,1628,exact
TILESET - Dogas_Village.png,2,6,5308,representative
TILESET - Dogas_Village.png,2,7,5135,representative
TILESET - Dogas_Village.png,2,8,5023,exact
TILESET - Dogas_Village.png,2,9,694,exact
TILESET - Dogas_Village.png,2,10,5312,exact
TILESET - Dogas_Village.png,2,11,3613,exact
TILESET - Dogas_Village.png,2,12,5217,exact
TILESET - Dogas_Village.png,2,13,5211,exact
TILESET - Dogas_Village.png,2,14,5062,exact
TILESET - Dogas_Village.png,2,15,4924,exact
TILESET - Dogas_Village.png,3,0,4924,exact
TILESET - Dogas_Village.png,3,1,5530,exact
TILESET - Dogas_Village.png,3,2,5522,exact
TILESET - Dogas_Village.png,3,3,5217,exact
TILESET - Dogas_Village.png,3,4,5211,exact
TILESET - Dogas_Village.png,3,5,5062,exact
TILESET - Dogas_Village.png,3,6,3301,representative
TILESET - Dogas_Village.png,3,7,5683,exact
TILESET - Dogas_Village.png,3,8,3223,representative
TILESET - Dogas_Village.png,3,9,3125,representative
TILESET - Dogas_Village.png,3,10,3250,representative
TILESET - Dogas_Village.png,3,11,2657,exact
TILESET - Dogas_Village.png,3,12,5308,exact
TILESET - Dogas_Village.png,3,13,5343,exact
TILESET - Dogas_Village.png,3,14,2699,representative
TILESET - Dogas_Village.png,3,15,1627,exact
TILESET - Dogas_Village.png,4,0,4962,exact
TILESET - Dogas_Village.png,4,1,4916,representative
TILESET - Dogas_Village.png,4,2,5235,representative
TILESET - Dogas_Village.png,4,3,4938,representative
TILESET - Dogas_Village.png,4,4,2666,representative
TILESET - Dogas_Village.png,4,5,2829,representative
TILESET - Dogas_Village.png,4,6,5553,representative
TILESET - Dogas_Village.png,4,7,5237,representative
TILESET - Dogas_Village.png,4,8,4562,representative
TILESET - Dogas_Village.png,4,9,3594,exact
TILESET - Dogas_Village.png,4,10,3150,representative
TILESET - Dogas_Village.png,4,11,3245,representative
TILESET - Dogas_Village.png,4,12,3254,representative
TILESET - Dogas_Village.png,4,13,2883,representative
TILESET - Dogas_Village.png,4,14,2937,representative
TILESET - Dogas_Village.png,4,15,3210,representative
TILESET - Dogas_Village.png,5,0,5055,representative
TILESET - Dogas_Village.png,5,1,3547,exact
TILESET - Dogas_Village.png,5,2,4733,exact
TILESET - Dogas_Village.png,5,3,5263,exact
TILESET - Dogas_Village.png,5,4,5343,exact
TILESET - Dogas_Village.png,5,5,3242,representative
TILESET - Dogas_Village.png,5,6,5899,exact
TILESET - Dogas_Village.png,5,7,5237,exact
TILESET - Dogas_Village.png,5,8,5298,exact
TILESET - Dogas_Village.png,5,9,5424,exact
TILESET - Dogas_Village.png,5,10,5091,exact
TILESET - Dogas_Village.png,5,11,1757,exact
TILESET - Dogas_Village.png,5,12,1705,exact
TILESET - Dogas_Village.png,5,13,3257,exact
TILESET - Dogas_Village.png,5,14,2918,exact
TILESET - Dogas_Village.png,5,15,0,exact
TILESET - Dogas_Village.png,6,0,4923,exact
TILESET - Dogas_Village.png,6,1,5954,exact
TILESET - Dogas_Village.png,6,2,4955,representative
TILESET - Dogas_Village.png,6,3,2651,exact
TILESET - Dogas_Village.png,6,4,4923,exact
TILESET - Dogas_Village.png,6,5,0,exact
TILESET - Dogas_Village.png,6,6,5899,exact
TILESET - Dogas_Village.png,6,7,135,exact
TILESET - Dogas_Village.png,6,8,4924,exact
TILESET - Dogas_Village.png,6,9,2651,exact
TILESET - Dogas_Village.png,6,10,0,exact
TILESET - Dogas_Village.png,6,11,0,exact
TILESET - Dogas_Village.png,6,12,3459,exact
TILESET - Dogas_Village.png,6,13,2666,exact
TILESET - Dogas_Village.png,6,14,2829,exact
TILESET - Dogas_Village.png,6,15,135,exact
TILESET - Dogas_Village.png,7,0,147,exact
TILESET - Dogas_Village.png,7,1,147,exact
TILESET - Dogas_Village.png,7,2,694,exact
TILESET - Dogas_Village.png,7,3,2752,exact
TILESET - Dogas_Village.png,7,4,3613,exact
TILESET - Dogas_Village.png,7,5,339,exact
TILESET - Dogas_Village.png,7,6,5899,exact
TILESET - Dogas_Village.png,7,7,3301,exact
TILESET - Dogas_Village.png,7,8,4899,exact
TILESET - Dogas_Village.png,7,9,5298,exact
TILESET - Dogas_Village.png,7,10,5553,exact
TILESET - Dogas_Village.png,7,11,0,exact
TILESET - Dogas_Village.png,7,12,0,exact
TILESET - Dogas_Village.png,7,13,0,exact
TILESET - Dogas_Village.png,7,14,1892,exact
TILESET - Dogas_Village.png,7,15,0,exact
TILESET - Dragons_Peak.png,0,0,1250,representative
TILESET - Dragons_Peak.png,0,1,2264,representative
TILESET - Dragons_Peak.png,0,2,2268,representative
TILESET - Dragons_Peak.png,0,3,4849,exact
TILESET - Dragons_Peak.png,0,4,3599,exact
TILESET - Dragons_Peak.png,0,5,4718,exact
TILESET - Dragons_Peak.png,0,6,4157,exact
TILESET - Dragons_Peak.png,0,7,1551,representative
TILESET - Dragons_Peak.png,0,8,2267,representative
TILESET - Dragons_Peak.png,0,9,1313,representative
TILESET - Dragons_Peak.png,0,10,1361,representative
TILESET - Dragons_Peak.png,0,11,1813,representative
TILESET - Dragons_Peak.png,0,12,1684,representative
TILESET - Dragons_Peak.png,0,13,1769,representative
TILESET - Dragons_Peak.png,0,14,2044,representative
TILESET - Dragons_Peak.png,0,15,2172,representative
TILESET - Dragons_Peak.png,1,0,2453,representative
TILESET - Dragons_Peak.png,1,1,1682,representative
TILESET - Dragons_Peak.png,1,2,6003,representative
TILESET - Dragons_Peak.png,1,3,0,exact
TILESET - Dragons_Peak.png,1,4,2198,representative
TILESET - Dragons_Peak.png,1,5,2194,representative
TILESET - Dragons_Peak.png,1,6,2270,representative
TILESET - Dragons_Peak.png,1,7,4247,representative
TILESET - Dragons_Peak.png,1,8,5993,representative
TILESET - Dragons_Peak.png,1,9,67,exact
TILESET - Dragons_Peak.png,1,10,3038,representative
TILESET - Dragons_Peak.png,1,11,2265,representative
TILESET - Dragons_Peak.png,1,12,1635,representative
TILESET - Dragons_Peak.png,1,13,1905,representative
TILESET - Dragons_Peak.png,1,14,4798,representative
TILESET - Dragons_Peak.png,1,15,1896,representative
TILESET - Dragons_Peak.png,2,0,4550,representative
TILESET - Dragons_Peak.png,2,1,1889,representative
TILESET - Dragons_Peak.png,2,2,77,representative
TILESET - Dragons_Peak.png,2,3,1030,representative
TILESET - Dragons_Peak.png,2,4,2310,representative
TILESET - Dragons_Peak.png,2,5,1038,representative
TILESET - Dragons_Peak.png,2,6,586,representative
TILESET - Dragons_Peak.png,2,7,452,representative
TILESET - Dragons_Peak.png,2,8,1029,representative
TILESET - Dragons_Peak.png,2,9,2309,representative
TILESET - Dragons_Peak.png,2,10,1037,representative
TILESET - Dragons_Peak.png,2,11,1253,representative
TILESET - Dragons_Peak.png,2,12,2010,representative
TILESET - Dragons_Peak.png,2,13,1550,representative
TILESET - Dragons_Peak.png,2,14,282,representative
TILESET - Dragons_Peak.png,2,15,0,exact
TILESET - Dragons_Peak.png,3,0,1923,representative
TILESET - Dragons_Peak.png,3,1,3599,exact
TILESET - Dragons_Peak.png,3,2,4718,exact
TILESET - Dragons_Peak.png,3,3,1250,fuzzy
TILESET - Dragons_Peak.png,3,4,5514,exact
TILESET - Dragons_Peak.png,3,5,0,exact
TILESET - Dragons_Peak.png,3,6,0,exact
TILESET - Dragons_Peak.png,3,7,0,exact
TILESET - Dragons_Peak.png,3,8,0,exact
TILESET - Dragons_Peak.png,3,9,0,exact
TILESET - Dragons_Peak.png,3,10,0,exact
TILESET - Dragons_Peak.png,3,11,0,exact
TILESET - Dragons_Peak.png,3,12,0,exact
TILESET - Dragons_Peak.png,3,13,0,exact
TILESET - Dragons_Peak.png,3,14,0,exact
TILESET - Dragons_Peak.png,3,15,0,exact
TILESET - Dragons_Peak.png,4,0,83,representative
TILESET - Dragons_Peak.png,4,1,1383,representative
TILESET - Dragons_Peak.png,4,2,2203,representative
TILESET - Dragons_Peak.png,4,3,738,representative
TILESET - Dragons_Peak.png,4,4,1250,exact
TILESET - Dragons_Peak.png,4,5,2264,exact
TILESET - Dragons_Peak.png,4,6,1307,representative
TILESET - Dragons_Peak.png,4,7,5643,representative
TILESET - Dragons_Peak.png,4,8,5507,representative
TILESET - Dragons_Peak.png,4,9,1933,representative
TILESET - Dragons_Peak.png,4,10,1481,representative
TILESET - Dragons_Peak.png,4,11,2324,representative
TILESET - Dragons_Peak.png,4,12,1942,representative
TILESET - Dragons_Peak.png,4,13,2053,representative
TILESET - Dragons_Peak.png,4,14,1423,representative
TILESET - Dragons_Peak.png,4,15,2250,representative
TILESET - Dragons_Peak.png,5,0,2242,representative
TILESET - Dragons_Peak.png,5,1,1943,representative
TILESET - Dragons_Peak.png,5,2,2254,representative
TILESET - Dragons_Peak.png,5,3,1957,representative
TILESET - Dragons_Peak.png,5,4,90,representative
TILESET - Dragons_Peak.png,5,5,858,representative
TILESET - Dragons_Peak.png,5,6,1420,representative
TILESET - Dragons_Peak.png,5,7,1944,representative
TILESET - Dragons_Peak.png,5,8,1382,representative
TILESET - Dragons_Peak.png,5,9,2044,exact
TILESET - Dragons_Peak.png,5,10,1250,exact
TILESET - Dragons_Peak.png,5,11,1250,exact
TILESET - Dragons_Peak.png,5,12,1250,exact
TILESET - Dragons_Peak.png,5,13,2264,exact
TILESET - Dragons_Peak.png,5,14,1923,exact
TILESET - Dragons_Peak.png,5,15,0,exact
TILESET - Dragons_Peak.png,6,0,1923,exact
TILESET - Dragons_Peak.png,6,1,0,exact
TILESET - Dragons_Peak.png,6,2,2263,representative
TILESET - Dragons_Peak.png,6,3,1250,exact
TILESET - Dragons_Peak.png,6,4,1383,exact
TILESET - Dragons_Peak.png,6,5,1481,exact
TILESET - Dragons_Peak.png,6,6,1250,exact
TILESET - Dragons_Peak.png,6,7,3592,exact
TILESET - Dragons_Peak.png,6,8,3592,exact
TILESET - Dragons_Peak.png,6,9,1584,representative
TILESET - Dragons_Peak.png,6,10,1383,exact
TILESET - Dragons_Peak.png,6,11,1481,exact
TILESET - Dragons_Peak.png,6,12,0,exact
TILESET - Dragons_Peak.png,6,13,1923,exact
TILESET - Dragons_Peak.png,6,14,738,exact
TILESET - Dragons_Peak.png,6,15,1250,exact
TILESET - Dragons_Peak.png,7,0,605,representative
